bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30
JAUCFW010000007.1.region001,LAP,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4
JAUCFW010000001.1.region002,terpene,Terpene,GCA_030348245.1,JAUCFW010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
JAUCFW010000007.1.region004,betalactone,Others,GCA_030348245.1,JAUCFW010000007.1,3563,3563,3563,2937,1,unknown_family,u_Others_1
JAUCFG010000002.1.region002,LAP,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4
JAUCFG010000002.1.region005,betalactone,Others,GCA_030348585.1,JAUCFG010000002.1,3563,3563,3563,2937,1,unknown_family,u_Others_1
JAUCFG010000002.1.region006,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5
JAUCFG010000004.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000004.1,3431,3431,3431,2582,77,unknown_family,u_RiPPs_77
JAUCFG010000002.1.region007,terpene,Terpene,GCA_030348585.1,JAUCFG010000002.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
JAUCFG010000002.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3432,3432,3432,2582,83,unknown_family,u_RiPPs_83
JAUCFG010000002.1.region008,lassopeptide,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24
JAUCFG010000002.1.region004,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3323,3332,3332,2582,70,unknown_family,u_RiPPs_70
JAUCFG010000002.1.region003,NI-siderophore,Others,GCA_030348585.1,JAUCFG010000002.1,3322,3322,3322,3322,3,known_family,petrobactin
CP126095.1.region004,terpene,Terpene,GCA_030123105.1,CP126095.1,2674,2674,2674,2488,369,unknown_family,u_Terpene_369
CP126095.1.region001,RRE-containing,RiPPs,GCA_030123105.1,CP126095.1,2671,2671,2671,2582,252,unknown_family,u_RiPPs_252
CP126095.1.region007,terpene,Terpene,GCA_030123105.1,CP126095.1,2677,2677,2677,2488,361,unknown_family,u_Terpene_361
CP126095.1.region002,proteusin,RiPPs,GCA_030123105.1,CP126095.1,2672,2672,2672,2582,199,unknown_family,u_RiPPs_199
CP126095.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030123105.1,CP126095.1,2676,2676,2676,2582,282,unknown_family,u_RiPPs_282
CP126095.1.region005,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2675,2675,2675,2582,253,unknown_family,u_RiPPs_253
CP126095.1.region003,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2673,2673,2673,2582,189,unknown_family,u_RiPPs_189
JAVIVQ010000019.1.region001,NRPS-like,NRPS,GCA_031324285.1,JAVIVQ010000019.1,3135,3135,3135,,37,unknown_family,u_NRPS_37
JAVIVQ010000001.1.region003,NRPS,NRPS,GCA_031324285.1,JAVIVQ010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
JAVIVQ010000001.1.region006,betalactone,Others,GCA_031324285.1,JAVIVQ010000001.1,3563,3563,3563,2937,1,unknown_family,u_Others_1
JAVIVQ010000018.1.region001,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000018.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58
JAVIVQ010000001.1.region002,terpene,Terpene,GCA_031324285.1,JAVIVQ010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2
JAVIVQ010000001.1.region005,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26
JAVIVQ010000001.1.region001,lassopeptide,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35
JAVIVQ010000001.1.region004,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5
JAVIVQ010000001.1.region008,NI-siderophore,Others,GCA_031324285.1,JAVIVQ010000001.1,2934,2934,2934,3322,3,known_family,petrobactin
JAVIVQ010000001.1.region009,LAP,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4
JAVIVQ010000001.1.region007,NRP-metallophore.NRPS,Others,GCA_031324285.1,JAVIVQ010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6
CP126090.1.region004,RRE-containing,RiPPs,GCA_030123005.1,CP126090.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29
CP126090.1.region007,terpene,Terpene,GCA_030123005.1,CP126090.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36
CP126090.1.region011,other,Others,GCA_030123005.1,CP126090.1,2534,2871,2871,794,42,unknown_family,u_Others_42
CP126090.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030123005.1,CP126090.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55
CP126090.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030123005.1,CP126090.1,2595,2619,2595,2582,119,unknown_family,u_RiPPs_119
CP126090.1.region006,betalactone,Others,GCA_030123005.1,CP126090.1,3576,2589,3576,794,27,unknown_family,u_Others_27
CP126090.1.region009,RiPP-like,RiPPs,GCA_030123005.1,CP126090.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43
CP126090.1.region012,NRP-metallophore.NRPS,Others,GCA_030123005.1,CP126090.1,2535,2969,2969,794,38,unknown_family,u_Others_38
CP126090.1.region008,T3PKS,PKSother,GCA_030123005.1,CP126090.1,2626,2591,2684,,33,unknown_family,u_PKSother_33
CP126090.1.region010,betalactone,Others,GCA_030123005.1,CP126090.1,3231,3231,3231,794,34,unknown_family,u_Others_34
CP126090.1.region002,NRPS,NRPS,GCA_030123005.1,CP126090.1,2620,2620,2620,,30,unknown_family,u_NRPS_30
CP126090.1.region005,NI-siderophore.terpene,Others,GCA_030123005.1,CP126090.1,2681,2527,2681,794,28,unknown_family,u_Others_28
JAUCFQ010000001.1.region007,T3PKS,PKSother,GCA_030348345.1,JAUCFQ010000001.1,3421,3421,3421,,16,unknown_family,u_PKSother_16
JAUCFQ010000001.1.region002,cyclic-lactone-autoinducer,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73
JAUCFQ010000001.1.region008,betalactone,Others,GCA_030348345.1,JAUCFQ010000001.1,3422,3422,3422,794,13,unknown_family,u_Others_13
JAUCFQ010000001.1.region001,NI-siderophore,Others,GCA_030348345.1,JAUCFQ010000001.1,3556,3415,3556,794,12,unknown_family,u_Others_12
JAUCFQ010000001.1.region005,lassopeptide,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25
JAUCFQ010000001.1.region003,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17
JAUCFQ010000001.1.region004,LAP,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14
JAUCFQ010000001.1.region006,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18
CP126115.1.region004,terpene,Terpene,GCA_030123505.1,CP126115.1,2783,2837,2783,2488,346,unknown_family,u_Terpene_346
CP126115.1.region001,betalactone,Others,GCA_030123505.1,CP126115.1,2834,2651,2651,794,67,unknown_family,u_Others_67
CP126115.1.region005,T3PKS,PKSother,GCA_030123505.1,CP126115.1,2812,2838,2654,,93,unknown_family,u_PKSother_93
CP126115.1.region003,betalactone,Others,GCA_030123505.1,CP126115.1,2836,2836,2836,794,156,unknown_family,u_Others_156
CP126115.1.region002,LAP,RiPPs,GCA_030123505.1,CP126115.1,3201,2835,3201,2582,227,unknown_family,u_RiPPs_227
CP126115.1.region006,RiPP-like,RiPPs,GCA_030123505.1,CP126115.1,2839,2839,2839,2582,71,unknown_family,u_RiPPs_71
CP126112.1.region006,LAP,RiPPs,GCA_030123485.1,CP126112.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14
CP126112.1.region007,terpene,Terpene,GCA_030123485.1,CP126112.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17
CP126112.1.region005,lassopeptide,RiPPs,GCA_030123485.1,CP126112.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25
CP126112.1.region002,betalactone,Others,GCA_030123485.1,CP126112.1,3422,3422,3422,794,13,unknown_family,u_Others_13
CP126112.1.region003,T3PKS,PKSother,GCA_030123485.1,CP126112.1,3421,3421,3421,,16,unknown_family,u_PKSother_16
CP126112.1.region004,terpene,Terpene,GCA_030123485.1,CP126112.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18
CP126112.1.region008,NI-siderophore,Others,GCA_030123485.1,CP126112.1,3556,3415,3556,794,12,unknown_family,u_Others_12
CP126112.1.region001,NRPS,NRPS,GCA_030123485.1,CP126112.1,351,351,351,,21,known_family,koranimine
JAVIVR010000019.1.region001,NRPS,NRPS,GCA_031324225.1,JAVIVR010000019.1,2620,2620,2620,,30,unknown_family,u_NRPS_30
JAVIVR010000001.1.region002,RRE-containing,RiPPs,GCA_031324225.1,JAVIVR010000001.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29
JAVIVR010000001.1.region001,NI-siderophore.terpene,Others,GCA_031324225.1,JAVIVR010000001.1,2681,2527,2681,794,28,unknown_family,u_Others_28
JAVIVR010000002.1.region004,T3PKS,PKSother,GCA_031324225.1,JAVIVR010000002.1,2684,2591,2684,,33,unknown_family,u_PKSother_33
JAVIVR010000002.1.region003,terpene,Terpene,GCA_031324225.1,JAVIVR010000002.1,3573,3573,3573,2488,136,unknown_family,u_Terpene_136
JAVIVR010000002.1.region001,RiPP-like,RiPPs,GCA_031324225.1,JAVIVR010000002.1,3159,3159,3159,2582,57,unknown_family,u_RiPPs_57
JAVIVR010000002.1.region006,betalactone,Others,GCA_031324225.1,JAVIVR010000002.1,3576,2589,3576,794,27,unknown_family,u_Others_27
JAVIVR010000002.1.region002,betalactone,Others,GCA_031324225.1,JAVIVR010000002.1,3231,3231,3231,794,34,unknown_family,u_Others_34
JAVIVR010000019.1.region002,NRPS-like,NRPS,GCA_031324225.1,JAVIVR010000019.1,3578,3578,3578,,53,unknown_family,u_NRPS_53
JAVIVR010000002.1.region005,terpene,Terpene,GCA_031324225.1,JAVIVR010000002.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36
JAUCFU010000008.1.region008,lassopeptide,RiPPs,GCA_030348225.1,JAUCFU010000008.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24
JAUCFU010000008.1.region004,LAP,RiPPs,GCA_030348225.1,JAUCFU010000008.1,3454,3076,3454,2582,107,unknown_family,u_RiPPs_107
JAUCFU010000008.1.region003,betalactone,Others,GCA_030348225.1,JAUCFU010000008.1,3068,3453,3068,2937,1,unknown_family,u_Others_1
JAUCFU010000007.1.region001,RiPP-like,RiPPs,GCA_030348225.1,JAUCFU010000007.1,3449,3449,3449,2582,111,unknown_family,u_RiPPs_111
JAUCFU010000008.1.region005,NRPS,NRPS,GCA_030348225.1,JAUCFU010000008.1,3455,3455,3455,,87,unknown_family,u_NRPS_87
JAUCFU010000008.1.region001,NRPS,NRPS,GCA_030348225.1,JAUCFU010000008.1,3073,3073,3073,,130,unknown_family,u_NRPS_130
JAUCFU010000008.1.region007,T3PKS,PKSother,GCA_030348225.1,JAUCFU010000008.1,3079,3079,3079,,91,unknown_family,u_PKSother_91
JAUCFU010000007.1.region002,RiPP-like,RiPPs,GCA_030348225.1,JAUCFU010000007.1,3081,3081,3081,2582,117,unknown_family,u_RiPPs_117
JAUCFU010000008.1.region006,terpene,Terpene,GCA_030348225.1,JAUCFU010000008.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
JAUCFU010000008.1.region002,NI-siderophore,Others,GCA_030348225.1,JAUCFU010000008.1,3452,3452,3452,3322,3,known_family,petrobactin
CP126080.1.region004,terpene,Terpene,GCA_030122805.1,CP126080.1,2522,2522,2522,2488,354,unknown_family,u_Terpene_354
CP126080.1.region002,RRE-containing,RiPPs,GCA_030122805.1,CP126080.1,2520,2520,2520,2582,198,unknown_family,u_RiPPs_198
CP126080.1.region001,lassopeptide,RiPPs,GCA_030122805.1,CP126080.1,3327,2519,2791,2582,271,unknown_family,u_RiPPs_271
CP126080.1.region005,T3PKS,PKSother,GCA_030122805.1,CP126080.1,2812,2523,2812,,327,unknown_family,u_PKSother_327
CP126080.1.region003,LAP,RiPPs,GCA_030122805.1,CP126080.1,2521,2521,2521,2582,229,unknown_family,u_RiPPs_229
CP126101.1.region003,NRPS,NRPS,GCA_030123245.1,CP126101.1,3357,3357,3357,,85,unknown_family,u_NRPS_85
CP126101.1.region002,terpene,Terpene,GCA_030123245.1,CP126101.1,3356,3356,3356,2488,95,unknown_family,u_Terpene_95
CP126101.1.region007,T3PKS,PKSother,GCA_030123245.1,CP126101.1,3354,2743,2733,,89,unknown_family,u_PKSother_89
CP126101.1.region001,betalactone,Others,GCA_030123245.1,CP126101.1,3355,3355,3355,794,51,unknown_family,u_Others_51
CP126101.1.region004,phosphonate,Others,GCA_030123245.1,CP126101.1,3358,3358,3358,794,65,unknown_family,u_Others_65
CP126101.1.region005,RRE-containing.lassopeptide,RiPPs,GCA_030123245.1,CP126101.1,2741,2741,2741,2582,74,unknown_family,u_RiPPs_74
CP126101.1.region006,NRPS-like,NRPS,GCA_030123245.1,CP126101.1,3353,3127,3353,,62,unknown_family,u_NRPS_62
CP126103.1.region004,phosphonate,Others,GCA_030123265.1,CP126103.1,3358,3358,3358,794,65,unknown_family,u_Others_65
CP126103.1.region002,terpene,Terpene,GCA_030123265.1,CP126103.1,3356,3356,3356,2488,95,unknown_family,u_Terpene_95
CP126103.1.region006,NRPS-like,NRPS,GCA_030123265.1,CP126103.1,3353,3127,3353,,62,unknown_family,u_NRPS_62
CP126103.1.region005,RRE-containing.lassopeptide,RiPPs,GCA_030123265.1,CP126103.1,2741,2741,2741,2582,74,unknown_family,u_RiPPs_74
CP126103.1.region001,betalactone,Others,GCA_030123265.1,CP126103.1,3355,3355,3355,794,51,unknown_family,u_Others_51
CP126103.1.region007,T3PKS,PKSother,GCA_030123265.1,CP126103.1,3354,2743,2733,,89,unknown_family,u_PKSother_89
CP126103.1.region003,NRPS,NRPS,GCA_030123265.1,CP126103.1,3357,3357,3357,,85,unknown_family,u_NRPS_85
CP128129.1.region008,lanthipeptide-class-i,RiPPs,GCA_030292205.1,CP128129.1,3029,3029,3029,2582,60,unknown_family,u_RiPPs_60
CP128135.1.region001,NRPS,NRPS,GCA_030292205.1,CP128135.1,2910,2910,2910,,31,unknown_family,u_NRPS_31
CP128129.1.region007,RiPP-like,RiPPs,GCA_030292205.1,CP128129.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5
CP128129.1.region010,lanthipeptide-class-ii.cyclic-lactone-autoinducer,RiPPs,GCA_030292205.1,CP128129.1,3031,3031,3060,2582,84,unknown_family,u_RiPPs_84
CP128129.1.region011,lassopeptide,RiPPs,GCA_030292205.1,CP128129.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24
CP128129.1.region004,NRP-metallophore.NRPS,Others,GCA_030292205.1,CP128129.1,3067,3067,3067,794,6,unknown_family,u_Others_6
CP128129.1.region001,LAP,RiPPs,GCA_030292205.1,CP128129.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4
CP128129.1.region006,NRPS,NRPS,GCA_030292205.1,CP128129.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
CP128129.1.region005,betalactone,Others,GCA_030292205.1,CP128129.1,3563,2937,3563,2937,1,unknown_family,u_Others_1
CP128129.1.region003,NI-siderophore,Others,GCA_030292205.1,CP128129.1,3322,3322,3322,3322,3,known_family,petrobactin
CP128129.1.region009,terpene,Terpene,GCA_030292205.1,CP128129.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
CP128135.1.region002,lanthipeptide-class-iii,RiPPs,GCA_030292205.1,CP128135.1,3046,3046,3046,2582,75,unknown_family,u_RiPPs_75
CP128129.1.region002,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030292205.1,CP128129.1,3023,3023,3023,1023,97,unknown_family,u_PKS-NRP_Hybrids_97
CP126097.1.region001,NRPS,NRPS,GCA_030123145.1,CP126097.1,2550,2550,2550,,9,known_family,surfactin
CP126097.1.region009,sactipeptide,RiPPs,GCA_030123145.1,CP126097.1,3316,3316,3316,3316,19,known_family,subtilosin A
CP126097.1.region005,terpene,Terpene,GCA_030123145.1,CP126097.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7
CP126097.1.region003,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030123145.1,CP126097.1,2553,2553,2553,2553,10,known_family,bacillaene
CP126097.1.region008,CDPS,NRPS,GCA_030123145.1,CP126097.1,2559,2559,2559,,32,known_family,pulcherriminic acid
CP126097.1.region002,terpene,Terpene,GCA_030123145.1,CP126097.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23
CP126097.1.region010,other,Others,GCA_030123145.1,CP126097.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin
CP126097.1.region006,T3PKS,PKSother,GCA_030123145.1,CP126097.1,3195,3103,3195,,22,unknown_family,u_PKSother_22
CP126097.1.region007,NRP-metallophore.NRPS,Others,GCA_030123145.1,CP126097.1,3314,3197,3197,794,11,unknown_family,u_Others_11
CP126097.1.region004,betalactone.NRPS,Others,GCA_030123145.1,CP126097.1,2554,3101,2554,794,20,unknown_family,u_Others_20
JAUCET010000002.1.region009,LAP.thiopeptide,RiPPs,GCA_030348835.1,JAUCET010000002.1,3171,3171,3171,2582,122,unknown_family,u_RiPPs_122
JAUCET010000002.1.region002,NRPS,NRPS,GCA_030348835.1,JAUCET010000002.1,2550,2550,2550,,9,known_family,surfactin
JAUCET010000002.1.region004,terpene,Terpene,GCA_030348835.1,JAUCET010000002.1,2719,2719,2719,2719,23,unknown_family,u_Terpene_23
JAUCET010000002.1.region013,other,Others,GCA_030348835.1,JAUCET010000002.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin
JAUCET010000002.1.region006,transAT-PKS.betalactone.NRPS,Others,GCA_030348835.1,JAUCET010000002.1,3422,3101,3422,794,20,unknown_family,u_Others_20
JAUCET010000002.1.region008,T3PKS,PKSother,GCA_030348835.1,JAUCET010000002.1,3195,3103,3195,,22,unknown_family,u_PKSother_22
JAUCET010000002.1.region007,terpene,Terpene,GCA_030348835.1,JAUCET010000002.1,2683,2555,2683,3538,7,unknown_family,u_Terpene_7
JAUCET010000002.1.region005,transAT-PKS.PKS-like.NRPS,PKS-NRP_Hybrids,GCA_030348835.1,JAUCET010000002.1,2553,2553,2553,2553,10,known_family,bacillaene
JAUCET010000002.1.region011,CDPS,NRPS,GCA_030348835.1,JAUCET010000002.1,2559,2559,2559,,32,known_family,pulcherriminic acid
JAUCET010000002.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030348835.1,JAUCET010000002.1,2621,3165,2621,1023,137,unknown_family,u_PKS-NRP_Hybrids_137
JAUCET010000002.1.region012,sactipeptide,RiPPs,GCA_030348835.1,JAUCET010000002.1,3199,3199,3199,3199,19,known_family,subtilosin A
JAUCET010000002.1.region010,NRP-metallophore.NRPS,Others,GCA_030348835.1,JAUCET010000002.1,3197,3197,3197,794,11,unknown_family,u_Others_11
JAUCET010000002.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030348835.1,JAUCET010000002.1,3163,3163,3163,2582,120,unknown_family,u_RiPPs_120
JAUCFP010000006.1.region002,terpene,Terpene,GCA_030348385.1,JAUCFP010000006.1,3411,3411,3411,2488,366,unknown_family,u_Terpene_366
JAUCFP010000006.1.region004,NRPS.ladderane,Others,GCA_030348385.1,JAUCFP010000006.1,3413,3413,3413,794,160,unknown_family,u_Others_160
JAUCFP010000006.1.region001,LAP.terpene,Others,GCA_030348385.1,JAUCFP010000006.1,3410,3410,3410,794,141,unknown_family,u_Others_141
JAUCFP010000006.1.region005,T3PKS,PKSother,GCA_030348385.1,JAUCFP010000006.1,3414,3414,3414,,90,unknown_family,u_PKSother_90
JAUCFP010000006.1.region003,NI-siderophore,Others,GCA_030348385.1,JAUCFP010000006.1,2734,2734,2734,794,68,unknown_family,u_Others_68
JAUCES010000005.1.region004,NI-siderophore,Others,GCA_030348825.1,JAUCES010000005.1,3583,3186,3583,794,173,unknown_family,u_Others_173
JAUCES010000005.1.region005,terpene,Terpene,GCA_030348825.1,JAUCES010000005.1,3187,3187,3187,2488,363,unknown_family,u_Terpene_363
JAUCES010000005.1.region003,LAP,RiPPs,GCA_030348825.1,JAUCES010000005.1,3185,3185,3185,2582,256,unknown_family,u_RiPPs_256
JAUCES010000005.1.region001,T3PKS,PKSother,GCA_030348825.1,JAUCES010000005.1,3495,3495,3495,,63,unknown_family,u_PKSother_63
JAUCES010000005.1.region002,terpene,Terpene,GCA_030348825.1,JAUCES010000005.1,3184,3184,3184,2488,350,unknown_family,u_Terpene_350
CP126079.1.region004,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030122785.1,CP126079.1,2505,2505,2505,1023,373,unknown_family,u_PKS-NRP_Hybrids_373
CP126079.1.region006,lanthipeptide-class-i,RiPPs,GCA_030122785.1,CP126079.1,2507,2507,2507,2582,106,known_family,paenilan
CP126079.1.region002,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030122785.1,CP126079.1,2503,2503,2503,1023,376,unknown_family,u_PKS-NRP_Hybrids_376
CP126079.1.region009,NRPS,NRPS,GCA_030122785.1,CP126079.1,2511,2510,2511,,86,known_family,tridecaptin;tridecaptin M
CP126079.1.region013,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030122785.1,CP126079.1,2514,2514,2514,1023,379,unknown_family,u_PKS-NRP_Hybrids_379
CP126079.1.region014,lanthipeptide-class-i,RiPPs,GCA_030122785.1,CP126079.1,2515,2515,2515,2582,226,unknown_family,u_RiPPs_226
CP126079.1.region001,NRPS,NRPS,GCA_030122785.1,CP126079.1,1077,1077,1077,,125,known_family,fusaricidin B
CP126079.1.region011,betalactone,Others,GCA_030122785.1,CP126079.1,2512,2512,2512,794,165,unknown_family,u_Others_165
CP126079.1.region005,lassopeptide,RiPPs,GCA_030122785.1,CP126079.1,2506,2506,2506,2582,243,unknown_family,u_RiPPs_243
CP126079.1.region008,cyclic-lactone-autoinducer.NRPS-like,Others,GCA_030122785.1,CP126079.1,2509,2509,2509,794,147,unknown_family,u_Others_147
CP126079.1.region017,lanthipeptide-class-i,RiPPs,GCA_030122785.1,CP126079.1,745,2518,2518,2582,187,unknown_family,u_RiPPs_187
CP126079.1.region003,proteusin,RiPPs,GCA_030122785.1,CP126079.1,2504,2504,2504,2582,233,unknown_family,u_RiPPs_233
CP126079.1.region012,cyclic-lactone-autoinducer,RiPPs,GCA_030122785.1,CP126079.1,2513,2513,2513,2582,285,unknown_family,u_RiPPs_285
CP126079.1.region016,NRPS,NRPS,GCA_030122785.1,CP126079.1,380,380,380,,47,known_family,polymyxin B;macolacin;polymyxin;colistin A;colistin B
CP126079.1.region015,ranthipeptide,RiPPs,GCA_030122785.1,CP126079.1,2516,2516,2516,2582,197,unknown_family,u_RiPPs_197
CP126079.1.region010,NRPS,NRPS,GCA_030122785.1,CP126079.1,2511,2511,2511,,298,unknown_family,u_NRPS_298
CP126079.1.region007,cyclic-lactone-autoinducer,RiPPs,GCA_030122785.1,CP126079.1,2508,2508,2508,2582,230,unknown_family,u_RiPPs_230
JAVIVY010000003.1.region009,terpene,Terpene,GCA_031324095.1,JAVIVY010000003.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2
JAVIVY010000003.1.region004,RiPP-like,RiPPs,GCA_031324095.1,JAVIVY010000003.1,2975,2975,2975,2582,46,unknown_family,u_RiPPs_46
JAVIVY010000003.1.region001,LAP,RiPPs,GCA_031324095.1,JAVIVY010000003.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4
JAVIVY010000032.1.region001,NRPS,NRPS,GCA_031324095.1,JAVIVY010000032.1,2910,2910,2910,,31,unknown_family,u_NRPS_31
JAVIVY010000003.1.region002,NI-siderophore,Others,GCA_031324095.1,JAVIVY010000003.1,3322,3322,3322,3322,3,known_family,petrobactin
JAVIVY010000003.1.region007,RiPP-like,RiPPs,GCA_031324095.1,JAVIVY010000003.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5
JAVIVY010000003.1.region003,NRP-metallophore.NRPS,Others,GCA_031324095.1,JAVIVY010000003.1,3067,3067,3067,794,6,unknown_family,u_Others_6
JAVIVY010000003.1.region006,NRPS,NRPS,GCA_031324095.1,JAVIVY010000003.1,2940,2940,2940,,15,unknown_family,u_NRPS_15
JAVIVY010000003.1.region005,betalactone,Others,GCA_031324095.1,JAVIVY010000003.1,3563,2937,3563,2937,1,unknown_family,u_Others_1
JAVIVY010000003.1.region008,lanthipeptide-class-i,RiPPs,GCA_031324095.1,JAVIVY010000003.1,3029,3029,3029,2582,60,unknown_family,u_RiPPs_60
JAVIVY010000002.1.region001,lassopeptide,RiPPs,GCA_031324095.1,JAVIVY010000002.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24
CP126078.1.region004,transAT-PKS.T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030122765.1,CP126078.1,2496,2496,2496,1023,138,unknown_family,u_PKS-NRP_Hybrids_138
CP126078.1.region007,RiPP-like,RiPPs,GCA_030122765.1,CP126078.1,3513,3513,3513,2582,115,unknown_family,u_RiPPs_115
CP126078.1.region002,LAP,RiPPs,GCA_030122765.1,CP126078.1,2494,2494,2494,2582,221,unknown_family,u_RiPPs_221
CP126078.1.region005,T3PKS,PKSother,GCA_030122765.1,CP126078.1,2497,2497,2497,,133,unknown_family,u_PKSother_133
CP126078.1.region008,NRP-metallophore.NRPS,Others,GCA_030122765.1,CP126078.1,3512,2500,2500,794,167,unknown_family,u_Others_167
CP126078.1.region001,opine-like-metallophore,Others,GCA_030122765.1,CP126078.1,2493,2493,2493,794,159,unknown_family,u_Others_159
CP126078.1.region006,terpene,Terpene,GCA_030122765.1,CP126078.1,3514,3514,3514,2488,134,unknown_family,u_Terpene_134
CP126078.1.region009,cyclic-lactone-autoinducer,RiPPs,GCA_030122765.1,CP126078.1,2501,2501,2501,2582,123,unknown_family,u_RiPPs_123
CP126078.1.region003,NI-siderophore,Others,GCA_030122765.1,CP126078.1,2495,2495,2495,794,148,unknown_family,u_Others_148
CP126098.1.region001,NRPS,NRPS,GCA_030123165.1,CP126098.1,351,351,351,,21,known_family,koranimine
CP126098.1.region006,lassopeptide,RiPPs,GCA_030123165.1,CP126098.1,3007,3007,3007,2582,25,unknown_family,u_RiPPs_25
CP126098.1.region003,betalactone,Others,GCA_030123165.1,CP126098.1,3422,3422,3422,794,13,unknown_family,u_Others_13
CP126098.1.region005,terpene,Terpene,GCA_030123165.1,CP126098.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18
CP126098.1.region009,NI-siderophore,Others,GCA_030123165.1,CP126098.1,3556,3415,3556,794,12,unknown_family,u_Others_12
CP126098.1.region008,terpene,Terpene,GCA_030123165.1,CP126098.1,2583,2617,2583,2488,17,unknown_family,u_Terpene_17
